cloth,o
under,o
a,o
pier,o
bench,o
and,o
unintentionally,o
discharged,o
it,o
.,o
NEWLINE,o
Lead,o
attorney,o
Matt,o
Gonzalez,o
has,o
argued,o
that,o
the,o
weapon,o
was,o
a,o
SIG,o
Sauer,o
with,o
a,o
"""",o
hair,PROP
trigger,PROP
in,PROP
single,PROP
-,PROP
action,PROP
mode,PROP
"""",PROP
—,o
a,o
model,o
well,o
-,o
known,o
for,o
accidental,o
discharges,o
even,o
among,o
experienced,o
shooters,o
.,o
NEWLINE,o
Gonzalez,o
told,o
the,o
jury,o
",",o
according,o
to,o
the,o
San,o
Francisco,o
Chronicle,o
",",o
that,o
Garcia,o
Zarate,o
had,o
never,o
handled,o
a,o
firearm,o
before,o
",",o
was,o
frightened,o
by,o
the,o
noise,o
of,o
the,o
gunshot,o
",",o
then,o
flung,o
the,o
weapon,o
into,o
the,o
bay,o
where,o
it,o
was,o
later,o
found,o
by,o
a,o
diver,o
.,o
NEWLINENEWLINE,o
Prosecutors,o
",",o
however,o
",",o
alleged,o
that,o
Garcia,o
Zarate,o
brought,o
the,o
weapon,o
to,o
the,o
pier,o
deliberately,o
to,o
do,o
harm,o
",",o
and,o
intentionally,o
aimed,o
and,o
shot,o
Steinle,o
after,o
firmly,o
pulling,o
the,o
trigger,o
.,o
NEWLINE,o
They,o
said,o
Garcia,o
Zarate,o
then,o
threw,o
the,o
weapon,o
into,o
the,o
bay,o
and,o
fled,o
the,o
scene,o
.,o
NEWLINENEWLINE,o
Beyond,o
the,o
shooting,o
itself,o
",",o
perhaps,o
the,o
most,o
controversial,o
aspect,o
of,o
Garcia,o
Zarate,o
's,o
case,o
involves,o
his,o
previous,o
criminal,o
activity,o
and,o
history,o
of,o
deportations,o
",",o
and,o
how,o
San,o
Francisco,o
and,o
federal,o
authorities,o
handled,o
his,o
custody,o
before,o
he,o
ever,o
picked,o
up,o
the,o
gun,o
and,o
shot,o
Steinle,o
.,o
NEWLINE,o
At,o
the,o
time,o
of,o
Steinle,o
's,o
death,o
",",o
Garcia,o
Zarate,o
had,o
been,o
convicted,o
of,o
nonviolent,o
drug,o
crimes,o
and,o
deported,o
five,o
times,o
since,o
the,o
early,o
1990s,o
.,o
NEWLINENEWLINE,o
He,o
faced,o
a,o
sixth,o
deportation,o
in,o
2015,o
",",o
and,o
was,o
in,o
Justice,o
Department,o
(,o
DOJ,o
),o
custody,o
that,o
March,o
after,o
serving,o
46,o
months,o
in,o
prison,o
for,o
a,o
felony,o
re,o
-,o
entry,o
into,o
the,o
US,o
",",o
but,o
instead,o
of,o
transferring,o
him,o
into,o
the,o
custody,o
of,o
Immigration,o
and,o
Customs,o
Enforcement,o
(,o
ICE,o
),o
for,o
deportation,o
",",o
the,o
department,o
transferred,o
him,o
to,o
the,o
San,o
Francisco,o
County,o
Jail,o
for,o
prosecution,o
of,o
a,o
1995,o
marijuana,o
charge,o
.,o
NEWLINENEWLINE,o
San,o
Francisco,o
prosecutors,o
",",o
who,o
had,o
long,o
ago,o
deprioritized,o
marijuana,o
charges,o
",",o
dismissed,o
the,o
decades,o
-,o
old,o
charge,o
and,o
released,o
Garcia,o
Zarate,o
on,o
April,o
15,o
",",o
2015,o
.,o
NEWLINE,o
Due,o
to,o
San,o
Francisco,o
's,o
policy,o
of,o
limiting,o
cooperation,o
with,o
federal,o
immigration,o
authorities,o
—,o
which,o
some,o
refer,o
to,o
as,o
a,o
"""",o
sanctuary,PROP
"""",PROP
policy,PROP
—,o
the,o
city,o
did,o
not,o
inform,o
ICE,o
when,o
they,o
released,o
Garcia,o
Zarate,o
.,o
NEWLINENEWLINE,o
As,o
a,o
result,o
of,o
the,o
case,o
",",o
both,o
the,o
DOJ,o
and,o
the,o
city,o
of,o
San,o
Francisco,o
have,o
changed,o
several,o
policies,o
.,o
NEWLINE,o
The,o
DOJ,o
announced,o
in,o
2016,o
it,o
would,o
no,o
longer,o
release,o
potentially,o
deportable,o
detainees,o
to,o
local,o
jails,o
without,o
first,o
allowing,o
ICE,o
to,o
take,o
custody,o
.,o
NEWLINE,o
San,o
Francisco,o
",",o
meanwhile,o
",",o
has,o
adjusted,o
its,o
policy,o
to,o
notify,o
ICE,o
if,o
they,o
are,o
releasing,o
suspected,o
undocumented,o
immigrants,o
who,o
face,o
charges,o
of,o
serious,o
or,o
violent,o
felonies,o
.,o
NEWLINENEWLINE,o
"""",o
This,PROP
tragedy,PROP
could,PROP
have,PROP
been,PROP
prevented,PROP
if,PROP
San,PROP
Francisco,PROP
had,PROP
simply,PROP
turned,PROP
the,PROP
alien,PROP
over,PROP
to,PROP
ICE,PROP
as,PROP
we,PROP
requested,PROP
",",PROP
instead,PROP
of,PROP
releasing,PROP
him,PROP
back,PROP
onto,PROP
the,PROP
streets,PROP
",",PROP
"""",PROP
ICE,o
Director,o
Thomas,o
Homan,o
said,o
in,o
a,o
statement,o
on,o
Thursday,o
.,o
NEWLINE,o
"""",o
It,o
is,o
unconscionable,o
that,o
politicians,PROP
across,PROP
this,PROP
country,PROP
continue,PROP
to,PROP
endanger,PROP
the,PROP
lives,PROP
of,PROP
Americans,PROP
with,PROP
sanctuary,PROP
policies,PROP
while,PROP
ignoring,PROP
the,PROP
harm,PROP
inflicted,PROP
on,PROP
their,PROP
constituents,PROP
.,PROP
"""",PROP
NEWLINENEWLINE,PROP
But,o
ICE,o
has,o
faced,o
criticism,o
of,o
its,o
own,o
over,o
not,o
seeking,o
a,o
judicial,o
warrant,o
to,o
legally,o
obtain,o
custody,o
of,o
Garcia,o
Zarate,o
when,o
it,o
discovered,o
he,o
had,o
been,o
transferred,o
into,o
San,o
Francisco,o
's,o
custody,o
.,o
NEWLINE,o
The,o
agency,o
has,o
argued,o
that,o
obtaining,o
judicial,o
warrants,o
are,o
unnecessary,o
and,o
would,o
place,o
too,o
much,o
burden,o
on,o
ICE,o
officials,o
and,o
federal,o
courts,o
.,o
NEWLINENEWLINE,o
Though,o
the,o
agency,o
did,o
issue,o
a,o
request,o
to,o
the,o
city,o
to,o
detain,o
Garcia,o
Zarate,o
until,o
ICE,o
officials,o
could,o
pick,o
him,o
up,o
",",o
their,o
detainer,o
requests,o
are,o
not,o
signed,o
by,o
a,o
judge,o
and,o
are,o
therefore,o
not,o
legally,o
binding,o
.,o
NEWLINE,o
San,o
Francisco,o
's,o
policy,o
is,o
to,o
ignore,o
such,o
requests,o
if,o
they,o
are,o
not,o
accompanied,o
by,o
judge,o
-,o
signed,o
warrants,o
",",o
and,o
the,o
city,o
has,o
cited,o
federal,o
court,o
cases,o
concluding,o
that,o
such,o
detentions,o
violate,o
inmates,o
',o
Fourth,o
Amendment,o
rights,o
.,o
NEWLINENEWLINE,o
Garcia,o
Zarate,o
's,o
deportation,o
and,o
criminal,o
history,o
made,o
him,o
an,o
effective,o
target,o
for,o
immigration,o
hardliners,o
",",o
who,o
argued,o
that,o
Steinle,PROP
would,PROP
still,PROP
be,PROP
alive,PROP
were,PROP
it,PROP
not,PROP
for,PROP
an,PROP
insecure,PROP
border,PROP
and,PROP
lenient,PROP
treatment,PROP
toward,PROP
suspected,PROP
undocumented,PROP
immigrants,PROP
in,PROP
local,PROP
jails,PROP
.,PROP
NEWLINE,o
President,o
Donald,o
Trump,o
immediately,o
seized,o
on,o
the,o
verdict,o
on,o
Thursday,o
as,o
evidence,o
of,o
the,o
perils,o
of,o
"""",o
Illegal,o
Immigration,o
.,o
"""",o
NEWLINE,o
Trump,o
frequently,o
villainized,o
Garcia,o
Zarate,o
and,o
cited,o
Steinle,o
's,o
death,o
during,o
his,o
presidential,o
campaign,o
",",o
using,o
the,o
case,o
to,o
bolster,o
his,o
argument,o
for,o
a,o
border,o
wall,o
and,o
aid,o
his,o
crusade,o
against,o
"""",o
sanctuary,o
cities,o
.,o
"""",o
NEWLINENEWLINE,o
Early,o
on,o
Friday,o
",",o
Trump,o
also,o
falsely,o
claimed,o
on,o
Twitter,o
that,o
Garcia,o
Zarate,o
had,o
previously,o
committed,o
violent,o
crimes,o
and,o
had,o
illegally,o
entered,o
the,o
US,o
six,o
times,o
due,o
to,o
lax,o
border,o
security,o
under,o
the,o
Obama,o
administration,o
.,o
NEWLINENEWLINE,o
"""",o
The,PROP
Kate,PROP
Steinle,PROP
killer,PROP
came,o
back,o
and,o
back,o
over,o
the,o
weakly,o
protected,o
Obama,o
border,o
",",o
always,o
committing,o
crimes,o
and,o
being,o
violent,o
",",o
and,o
yet,o
this,o
info,o
was,o
not,o
used,o
in,o
court,o
.,o
NEWLINE,o
His,o
exoneration,o
is,o
a,PROP
complete,PROP
travesty,PROP
of,PROP
justice,PROP
.,PROP
NEWLINE,o
BUILD,PROP
THE,PROP
WALL,PROP
!,PROP
"""",PROP
NEWLINE,PROP
Trump,o
tweeted,o
.,o
NEWLINENEWLINE,o
In,o
fact,o
",",o
Garcia,o
Zarate,o
had,o
never,o
been,o
convicted,o
of,o
a,o
violent,o
crime,o
before,o
Steinle,o
's,o
shooting,o
—,o
his,o
previous,o
convictions,o
were,o
for,o
nonviolent,o
drug,o
crimes,o
and,o
illegal,o
entry,o
.,o
NEWLINE,o
Lax,o
border,o
security,o
",",o
too,o
",",o
does,o
not,o
appear,o
to,o
be,o
a,o
factor,o
since,o
Garcia,o
Zarate,o
was,o
caught,o
by,o
border,o
patrol,o
agents,o
each,o
time,o
he,o
entered,o
the,o
country,o
under,o
the,o
Obama,o
administration,o
.,o
NEWLINENEWLINE,o
In,o
contrast,o
",",o
Steinle,o
's,o
family,o
has,o
expressed,o
nuanced,o
views,o
on,o
immigration,o
and,o
"""",o
sanctuary,o
"""",o
policies,o
.,o
NEWLINE,o
They,o
have,o
both,o
condemned,o
Trump,o
for,o
"""",o
sensationalizing,o
"""",o
Steinle,o
's,o
death,o
to,o
advance,o
anti,o
-,o
immigration,o
policies,o
",",o
and,o
expressed,o
frustration,o
with,o
San,o
Francisco,o
officials,o
",",o
who,o
they,o
believe,o
went,o
too,o
far,o
in,o
refusing,o
to,o
cooperate,o
with,o
federal,o
immigration,o
authorities,o
.,o
NEWLINE,o
U.S.,o
judge,o
frees,o
Indonesian,o
immigrant,o
held,o
by,o
Trump,o
order,o
NEWLINENEWLINE,o
A,o
U.S.,o
judge,o
on,o
Wednesday,o
ordered,o
the,o
release,o
of,o
an,o
illegal,o
immigrant,o
who,o
is,o
among,o
47,o
Indonesians,o
in,o
New,o
Hampshire,o
challenging,o
the,o
Trump,o
administration,o
’s,o
order,o
to,o
deport,o
them,o
.,o
NEWLINENEWLINE,o
SPONSORED,o
NEWLINENEWLINE,o
Rombot,o
",",o
part,o
of,o
a,o
wave,o
of,o
Indonesian,o
Christians,o
who,o
fled,o
their,o
country,o
following,o
deadly,o
riots,o
in,o
1998,o
",",o
learned,o
of,o
the,o
policy,o
change,o
when,o
he,o
appeared,o
for,o
an,o
Aug.,o
1,o
check,o
-,o
in,o
with,o
ICE,o
and,o
was,o
arrested,o
.,o
NEWLINENEWLINE,o
“,o
He,o
walks,o
out,o
of,o
the,o
courthouse,o
right,o
now,o
",",o
”,o
Chief,o
U.S.,o
District,o
Judge,o
Patti,o
Saris,o
said,o
after,o
concluding,o
that,o
Rombot,o
’s,o
detention,o
violated,o
his,o
rights,o
.,o
NEWLINENEWLINE,o
He,o
walked,o
out,o
of,o
the,o
U.S.,o
District,o
Court,o
in,o
Boston,o
in,o
his,o
blue,o
jail,o
scrubs,o
",",o
without,o
a,o
chance,o
to,o
change,o
into,o
street,o
clothes,o
.,o
NEWLINE,o
Rombot,o
’s,o
lawyers,o
said,o
he,o
was,o
arrested,o
despite,o
a,o
2015,o
letter,o
from,o
ICE,o
saying,o
he,o
would,o
have,o
a,o
chance,o
to,o
prepare,o
for,o
an,o
“,o
orderly,o
”,o
departure,o
.,o
NEWLINENEWLINE,o
The,o
judge,o
cited,o
that,o
letter,o
during,o
Wednesday,o
’s,o
hearing,o
in,o
holding,o
that,o
Rombot,o
’s,o
detention,o
despite,o
ICE,o
’s,o
previous,o
guidance,o
violated,o
his,o
due,o
process,o
rights,o
under,o
the,o
U.S.,o
Constitution,o
.,o
NEWLINENEWLINE,o
“,o
This,o
is,o
what,o
intent,o
was,o
",",o
that,o
he,o
would,o
be,o
given,o
the,o
opportunity,o
to,o
leave,o
under,o
his,o
own,o
steam,o
and,o
not,o
under,o
shackles,o
",",o
”,o
she,o
said,o
.,o
NEWLINENEWLINE,o
Outside,o
the,o
courtroom,o
",",o
Rombot,o
said,o
:,o
“,o
I,o
just,o
want,o
to,o
say,o
thank,o
you,o
to,o
my,o
attorney,o
",",o
my,o
pastor,o
and,o
all,o
of,o
my,o
friends,o
.,o
”,o
NEWLINENEWLINE,o
The,o
U.S.,o
Attorney,o
’s,o
office,o
is,o
considering,o
an,o
appeal,o
",",o
a,o
spokeswoman,o
said,o
.,o
NEWLINENEWLINE,o
ICE,o
officials,o
said,o
the,o
arrangement,o
had,o
always,o
been,o
a,o
temporary,o
one,o
and,o
that,o
the,o
agency,o
always,o
had,o
discretion,o
to,o
deport,o
the,o
people,o
covered,o
by,o
the,o
arrangement,o
.,o
NEWLINENEWLINE,o
The,o
Indonesians,o
are,o
part,o
of,o
an,o
ethnic,o
community,o
of,o
about,o
"2,000",o
people,o
clustered,o
around,o
the,o
city,o
of,o
Dover,o
in,o
New,o
Hampshire,o
’s,o
seacoast,o
region,o
.,o
NEWLINENEWLINE,o
Members,o
of,o
the,o
group,o
and,o
advocates,o
say,o
they,PROP
fear,PROP
they,PROP
could,PROP
face,PROP
discrimination,PROP
or,PROP
violence,PROP
if,PROP
forced,PROP
to,PROP
